file_name,esti_count,esti_area,esti_individual_area,radii_centers
PXL_20220620_190223140.jpg,30,1.6103404318564531,"[1.5869800850051767, 1.2289573778280087, 1.2289573778280087, 1.8510535711500387, 1.5869800850051767, 1.5869800850051767, 1.5869800850051767, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.5869800850051767, 1.4625608463407713, 1.7164776599415992, 1.5869800850051767, 1.8510535711500387, 1.9907078186304938, 1.8510535711500387, 1.7164776599415992, 1.5869800850051767, 1.2289573778280087, 1.4625608463407713, 1.4625608463407713, 1.7164776599415992, 1.5869800850051767, 1.9907078186304938, 1.4625608463407713, 1.9907078186304938, 1.5869800850051767, 1.4625608463407713, 1.5869800850051767]","[0.39921875, 0.66328125, 0.5875, 0.64765625, 0.446875, 0.58828125, 0.49765625, 0.57265625, 0.50078125, 0.66484375, 0.53984375, 0.67109375, 0.51171875, 0.43046875, 0.53828125, 0.621875, 0.59296875, 0.53671875, 0.6421875, 0.4984375, 0.425, 0.48046875, 0.5875, 0.48359375, 0.4984375, 0.615625, 0.62265625, 0.41640625, 0.46640625, 0.49765625, 0.40625, 0.6140625, 0.42421875, 0.52578125, 0.55078125, 0.584375, 0.45546875, 0.43203125, 0.63046875, 0.5828125, 0.59296875, 0.609375, 0.4546875, 0.5515625, 0.55625, 0.4140625, 0.45703125, 0.69140625, 0.5484375, 0.5015625, 0.4578125, 0.63125, 0.5046875, 0.528125, 0.5578125, 0.45390625, 0.41875, 0.56640625, 0.54765625, 0.54296875]"
PXL_20220620_190531716.jpg,30,1.5256168550516434,"[1.3432199439483816, 1.5869800850051767, 1.7164776599415992, 1.2289573778280087, 1.7164776599415992, 1.9907078186304938, 1.3432199439483816, 1.4625608463407713, 1.8510535711500387, 1.4625608463407713, 1.9907078186304938, 1.4625608463407713, 1.3432199439483816, 1.5869800850051767, 1.4625608463407713, 1.7164776599415992, 1.1197731479796529, 1.8510535711500387, 1.3432199439483816, 1.7164776599415992, 1.3432199439483816, 1.8510535711500387, 1.1197731479796529, 1.3432199439483816, 1.3432199439483816, 1.4625608463407713, 1.2289573778280087, 1.8510535711500387, 1.5869800850051767, 1.3432199439483816]","[0.63515625, 0.58671875, 0.46015625, 0.6734375, 0.45, 0.55234375, 0.4015625, 0.459375, 0.5359375, 0.521875, 0.5640625, 0.43203125, 0.39609375, 0.509375, 0.525, 0.65859375, 0.58359375, 0.5890625, 0.4, 0.5703125, 0.6203125, 0.471875, 0.434375, 0.4125, 0.57421875, 0.53984375, 0.52421875, 0.415625, 0.49375, 0.5265625, 0.575, 0.490625, 0.50703125, 0.48359375, 0.63203125, 0.53515625, 0.56640625, 0.68359375, 0.48515625, 0.6328125, 0.59453125, 0.64609375, 0.43203125, 0.60625, 0.44609375, 0.471875, 0.54921875, 0.56953125, 0.50546875, 0.69375, 0.528125, 0.60625, 0.4921875, 0.58984375, 0.48203125, 0.42734375, 0.390625, 0.41796875, 0.43984375, 0.50703125]"
PXL_20220620_190744222.jpg,30,1.6116100159244573,"[1.7164776599415992, 1.5869800850051767, 1.8510535711500387, 1.8510535711500387, 1.7164776599415992, 1.8510535711500387, 1.4625608463407713, 1.7164776599415992, 1.8510535711500387, 1.5869800850051767, 1.8510535711500387, 1.4625608463407713, 1.5869800850051767, 1.3432199439483816, 1.5869800850051767, 1.3432199439483816, 1.5869800850051767, 1.5869800850051767, 1.4625608463407713, 1.4625608463407713, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.7164776599415992, 1.5869800850051767, 1.5869800850051767, 1.4625608463407713]","[0.3859375, 0.6, 0.56171875, 0.465625, 0.41328125, 0.52421875, 0.57265625, 0.56171875, 0.3828125, 0.425, 0.62578125, 0.42109375, 0.403125, 0.64921875, 0.5015625, 0.6484375, 0.46015625, 0.37109375, 0.35, 0.50859375, 0.53046875, 0.51484375, 0.546875, 0.42265625, 0.61796875, 0.6734375, 0.46953125, 0.50078125, 0.56171875, 0.66953125, 0.50546875, 0.3984375, 0.48515625, 0.46328125, 0.48125, 0.56015625, 0.634375, 0.5765625, 0.6265625, 0.53125, 0.528125, 0.359375, 0.39765625, 0.38046875, 0.4578125, 0.61640625, 0.6046875, 0.4890625, 0.42890625, 0.58125, 0.53125, 0.5765625, 0.3921875, 0.478125, 0.37578125, 0.54453125, 0.55703125, 0.61796875, 0.4453125, 0.4265625]"
PXL_20220620_191010716.jpg,30,1.663493684836893,"[1.5869800850051767, 1.8510535711500387, 1.5869800850051767, 1.4625608463407713, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.5869800850051767, 1.5869800850051767, 1.9907078186304938, 1.7164776599415992, 1.5869800850051767, 1.3432199439483816, 1.3432199439483816, 2.135440402382966, 1.7164776599415992, 1.5869800850051767, 1.3432199439483816, 2.135440402382966, 2.285251322407454, 1.5869800850051767, 1.9907078186304938, 1.4625608463407713, 1.8510535711500387, 1.5869800850051767, 1.4625608463407713, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.5869800850051767]","[0.52421875, 0.6125, 0.43671875, 0.4609375, 0.5640625, 0.56015625, 0.4953125, 0.36171875, 0.6234375, 0.528125, 0.37421875, 0.45390625, 0.5140625, 0.65390625, 0.40078125, 0.64375, 0.61796875, 0.58671875, 0.5921875, 0.41484375, 0.434375, 0.375, 0.5515625, 0.52265625, 0.6375, 0.46953125, 0.54921875, 0.37890625, 0.45078125, 0.52734375, 0.4984375, 0.56875, 0.384375, 0.35859375, 0.36953125, 0.40078125, 0.58046875, 0.60546875, 0.434375, 0.59765625, 0.46953125, 0.6484375, 0.63125, 0.6546875, 0.3921875, 0.55625, 0.40703125, 0.42421875, 0.38203125, 0.50234375, 0.48125, 0.41796875, 0.50546875, 0.4703125, 0.57109375, 0.66640625, 0.5328125, 0.440625, 0.58203125, 0.46953125]"
PXL_20220620_191233222.jpg,30,1.589773169954786,"[1.5869800850051767, 1.4625608463407713, 1.3432199439483816, 1.5869800850051767, 1.9907078186304938, 1.8510535711500387, 1.4625608463407713, 1.5869800850051767, 2.135440402382966, 1.5869800850051767, 1.2289573778280087, 1.5869800850051767, 1.7164776599415992, 1.5869800850051767, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.7164776599415992, 1.9907078186304938, 1.4625608463407713, 1.7164776599415992, 1.5869800850051767, 1.4625608463407713, 1.8510535711500387, 1.5869800850051767, 1.3432199439483816, 1.2289573778280087, 1.3432199439483816, 1.4625608463407713, 1.4625608463407713]","[0.53671875, 0.4625, 0.5265625, 0.59921875, 0.60078125, 0.5359375, 0.47109375, 0.60078125, 0.4546875, 0.4390625, 0.62265625, 0.42421875, 0.5390625, 0.64765625, 0.63671875, 0.47265625, 0.38515625, 0.49765625, 0.53828125, 0.390625, 0.459375, 0.67734375, 0.4, 0.45703125, 0.4375, 0.6390625, 0.49296875, 0.64921875, 0.5828125, 0.634375, 0.41328125, 0.57890625, 0.5796875, 0.5765625, 0.4921875, 0.490625, 0.39375, 0.62890625, 0.4203125, 0.53515625, 0.471875, 0.5546875, 0.53515625, 0.55859375, 0.6328125, 0.5828125, 0.57890625, 0.41796875, 0.63203125, 0.51640625, 0.44296875, 0.49375, 0.4671875, 0.39609375, 0.5828125, 0.48046875, 0.5671875, 0.5171875, 0.50625, 0.428125]"
PXL_20220620_191438720.jpg,30,1.6922709237116538,"[1.5869800850051767, 1.3432199439483816, 1.4625608463407713, 1.9907078186304938, 1.9907078186304938, 1.9907078186304938, 1.8510535711500387, 1.7164776599415992, 1.3432199439483816, 1.9907078186304938, 2.285251322407454, 1.8510535711500387, 1.9907078186304938, 1.3432199439483816, 1.5869800850051767, 1.7164776599415992, 1.4625608463407713, 1.9907078186304938, 1.9907078186304938, 1.8510535711500387, 1.8510535711500387, 1.4625608463407713, 1.8510535711500387, 1.5869800850051767, 1.2289573778280087, 1.3432199439483816, 1.7164776599415992, 1.3432199439483816, 1.4625608463407713, 1.5869800850051767]","[0.52421875, 0.63515625, 0.48828125, 0.7140625, 0.5125, 0.6828125, 0.415625, 0.59453125, 0.6109375, 0.4703125, 0.615625, 0.609375, 0.56328125, 0.66875, 0.421875, 0.525, 0.55234375, 0.61015625, 0.47578125, 0.5578125, 0.396875, 0.6515625, 0.50859375, 0.4140625, 0.528125, 0.55390625, 0.60234375, 0.6640625, 0.45859375, 0.47265625, 0.6140625, 0.55625, 0.58125, 0.4359375, 0.4578125, 0.421875, 0.4734375, 0.509375, 0.38359375, 0.54375, 0.484375, 0.62109375, 0.459375, 0.66796875, 0.56640625, 0.57109375, 0.5171875, 0.48046875, 0.4875, 0.446875, 0.56484375, 0.47890625, 0.54296875, 0.44375, 0.6296875, 0.52109375, 0.4171875, 0.46640625, 0.56640625, 0.5296875]"
PXL_20220620_191658710.jpg,30,1.5282406621255182,"[1.4625608463407713, 1.5869800850051767, 1.3432199439483816, 1.5869800850051767, 1.1197731479796529, 1.3432199439483816, 1.9907078186304938, 1.8510535711500387, 1.7164776599415992, 1.2289573778280087, 1.5869800850051767, 1.5869800850051767, 1.5869800850051767, 1.3432199439483816, 1.9907078186304938, 1.7164776599415992, 1.3432199439483816, 1.3432199439483816, 1.3432199439483816, 1.4625608463407713, 1.3432199439483816, 1.3432199439483816, 1.8510535711500387, 1.8510535711500387, 1.5869800850051767, 1.5869800850051767, 1.2289573778280087, 1.3432199439483816, 1.7164776599415992, 1.4625608463407713]","[0.5875, 0.45, 0.44921875, 0.47578125, 0.61328125, 0.58515625, 0.62578125, 0.44765625, 0.4875, 0.50234375, 0.45390625, 0.5234375, 0.4265625, 0.421875, 0.47578125, 0.41171875, 0.475, 0.61875, 0.571875, 0.41484375, 0.52890625, 0.42421875, 0.42109375, 0.6203125, 0.57265625, 0.61796875, 0.44140625, 0.6796875, 0.56875, 0.55625, 0.546875, 0.50625, 0.59296875, 0.66328125, 0.46015625, 0.56640625, 0.39453125, 0.5140625, 0.6203125, 0.63359375, 0.52109375, 0.57109375, 0.52109375, 0.6171875, 0.62109375, 0.50390625, 0.61015625, 0.54609375, 0.415625, 0.56640625, 0.40390625, 0.47578125, 0.540625, 0.6796875, 0.50390625, 0.665625, 0.36875, 0.5671875, 0.4953125, 0.465625]"
PXL_20220620_191914212.jpg,30,1.4320908287086715,"[1.3432199439483816, 1.015667254403313, 1.1197731479796529, 1.5869800850051767, 1.7164776599415992, 1.4625608463407713, 1.3432199439483816, 1.5869800850051767, 1.1197731479796529, 1.2289573778280087, 1.1197731479796529, 1.7164776599415992, 1.4625608463407713, 1.1197731479796529, 1.4625608463407713, 1.8510535711500387, 1.4625608463407713, 1.9907078186304938, 1.4625608463407713, 1.5869800850051767, 1.7164776599415992, 1.2289573778280087, 1.4625608463407713, 1.1197731479796529, 1.7164776599415992, 1.4625608463407713, 1.4625608463407713, 1.3432199439483816, 1.4625608463407713, 1.2289573778280087]","[0.38984375, 0.59921875, 0.5765625, 0.41171875, 0.37578125, 0.46171875, 0.43984375, 0.50078125, 0.45, 0.4015625, 0.4640625, 0.66484375, 0.36484375, 0.5515625, 0.38203125, 0.42421875, 0.42578125, 0.43515625, 0.521875, 0.65625, 0.46015625, 0.565625, 0.4703125, 0.45, 0.38984375, 0.509375, 0.40390625, 0.640625, 0.4859375, 0.61875, 0.54140625, 0.4171875, 0.4890625, 0.40390625, 0.5796875, 0.60078125, 0.5703125, 0.64609375, 0.56640625, 0.51484375, 0.53984375, 0.55625, 0.4203125, 0.55703125, 0.5671875, 0.46875, 0.50234375, 0.49140625, 0.440625, 0.61875, 0.578125, 0.553125, 0.534375, 0.6140625, 0.50234375, 0.5703125, 0.5265625, 0.5171875, 0.53203125, 0.4671875]"
PXL_20220620_192153862.jpg,30,1.3579471191372297,"[1.2289573778280087, 1.2289573778280087, 1.4625608463407713, 1.2289573778280087, 1.2289573778280087, 1.4625608463407713, 1.4625608463407713, 1.3432199439483816, 1.3432199439483816, 1.4625608463407713, 1.3432199439483816, 1.015667254403313, 1.7164776599415992, 1.8510535711500387, 1.5869800850051767, 1.2289573778280087, 1.1197731479796529, 1.2289573778280087, 1.4625608463407713, 1.7164776599415992, 1.4625608463407713, 1.4625608463407713, 1.1197731479796529, 1.1197731479796529, 1.3432199439483816, 1.015667254403313, 1.3432199439483816, 1.4625608463407713, 1.3432199439483816, 1.3432199439483816]","[0.5375, 0.6859375, 0.55078125, 0.4234375, 0.4875, 0.659375, 0.4765625, 0.4484375, 0.46875, 0.61015625, 0.55, 0.53359375, 0.471875, 0.49921875, 0.384375, 0.51015625, 0.39765625, 0.47265625, 0.5984375, 0.434375, 0.41953125, 0.6140625, 0.4296875, 0.46015625, 0.4234375, 0.503125, 0.3875, 0.58203125, 0.59140625, 0.625, 0.5, 0.5796875, 0.43359375, 0.57421875, 0.5203125, 0.634375, 0.59140625, 0.4796875, 0.590625, 0.578125, 0.434375, 0.6578125, 0.59375, 0.53359375, 0.50703125, 0.48984375, 0.59296875, 0.6703125, 0.54296875, 0.5890625, 0.553125, 0.63359375, 0.54765625, 0.49140625, 0.51875, 0.44375, 0.45703125, 0.54140625, 0.41484375, 0.54375]"
PXL_20220620_192407209.jpg,30,1.3312012147712757,"[1.4625608463407713, 1.3432199439483816, 1.2289573778280087, 1.2289573778280087, 1.4625608463407713, 1.3432199439483816, 1.1197731479796529, 1.3432199439483816, 1.3432199439483816, 1.2289573778280087, 1.2289573778280087, 1.4625608463407713, 1.3432199439483816, 1.4625608463407713, 1.4625608463407713, 1.3432199439483816, 1.3432199439483816, 1.2289573778280087, 1.4625608463407713, 1.2289573778280087, 1.4625608463407713, 1.5869800850051767, 1.2289573778280087, 1.2289573778280087, 1.7164776599415992, 1.2289573778280087, 1.1197731479796529, 1.2289573778280087, 1.3432199439483816, 1.1197731479796529]","[0.61171875, 0.4734375, 0.57265625, 0.62421875, 0.4109375, 0.4734375, 0.4640625, 0.5609375, 0.575, 0.459375, 0.61484375, 0.51328125, 0.61171875, 0.62734375, 0.50546875, 0.54765625, 0.49296875, 0.6484375, 0.42734375, 0.565625, 0.434375, 0.5140625, 0.434375, 0.60234375, 0.52578125, 0.41484375, 0.4609375, 0.4703125, 0.465625, 0.4296875, 0.56796875, 0.52109375, 0.53359375, 0.62890625, 0.540625, 0.575, 0.5171875, 0.45, 0.615625, 0.5953125, 0.60390625, 0.4328125, 0.57734375, 0.56953125, 0.50390625, 0.490625, 0.509375, 0.590625, 0.615625, 0.55625, 0.46875, 0.51875, 0.56796875, 0.415625, 0.478125, 0.60546875, 0.5390625, 0.48046875, 0.5359375, 0.53203125]"
